2.839500000000000000e+04,6.102909999999998263e+02,2.081781167085272841e+02,1.738887470416359804e+02,1.197191424116024194e+00,5.498121871383472303e-01,2.871500000000000000e+04,1.901410972745107131e+02,7.639225181598062742e-01,9.888559986069997976e-01,9.580271262501276475e-01,9.133577547957626441e-01,7.331506135183211634e-03,3.147289167335690172e-03,8.342223882455563899e-01,9.987238890131684421e-01,0.000000000000000000e+00
2.873400000000000000e+04,6.380179999999999154e+02,2.005247956636480637e+02,1.827344193510240302e+02,1.097356460681058632e+00,4.117852513672403680e-01,2.917200000000000000e+04,1.912727504858445968e+02,7.839681327076285511e-01,9.849856026326614389e-01,8.870336365528869171e-01,9.538608422605129311e-01,6.978659276941882525e-03,3.563623712100962970e-03,9.098505063979351881e-01,9.984303314497069426e-01,0.000000000000000000e+00
2.938000000000000000e+04,6.241100000000000136e+02,2.128261298602064642e+02,1.759311426127137281e+02,1.209712656324364088e+00,5.627273167504116547e-01,2.969000000000000000e+04,1.934109040988100219e+02,7.781132475237035884e-01,9.895587739979790909e-01,9.478494730164112037e-01,9.087742385103313447e-01,7.243911840034257012e-03,3.047733217213173182e-03,8.258706165800324683e-01,9.990661373632715447e-01,0.000000000000000000e+00
3.000800000000000000e+04,6.458839999999999009e+02,2.105579989609250902e+02,1.825165156953046619e+02,1.153638059321892895e+00,4.986159764027165431e-01,3.072400000000000000e+04,1.954670618247810125e+02,7.826812728221178572e-01,9.766957427418304638e-01,9.039363743173375321e-01,9.283288347599436552e-01,7.016728837674123496e-03,3.214562079390055095e-03,8.617944254467546639e-01,9.941988485068200543e-01,0.000000000000000000e+00
3.014000000000000000e+04,6.201339999999999009e+02,2.018478821667378611e+02,1.902792787866483479e+02,1.060798019909781509e+00,3.336796577731769853e-01,3.041700000000000000e+04,1.958965029762343590e+02,7.730980351921202809e-01,9.908932504849261580e-01,9.848770693509094620e-01,9.705155232414709454e-01,6.697010025439212137e-03,3.664971964451683387e-03,9.419003808526662525e-01,9.991660589607773701e-01,0.000000000000000000e+00
3.027900000000000000e+04,6.349270000000000209e+02,2.125605564253862099e+02,1.815101815997527979e+02,1.171066848988683295e+00,5.204006602912636392e-01,3.060000000000000000e+04,1.963477022402757655e+02,7.756884846932240452e-01,9.895098039215686203e-01,9.438517832505929350e-01,9.237259515228943840e-01,7.020065273799868007e-03,3.152778738995301328e-03,8.532696335168766799e-01,9.992357810603373913e-01,0.000000000000000000e+00
3.047700000000000000e+04,6.700330000000000155e+02,2.110501553218401511e+02,1.840390501129434426e+02,1.146768336352095963e+00,4.894778944572609758e-01,3.097000000000000000e+04,1.969886331870282277e+02,7.624015009380863406e-01,9.840813690668388514e-01,8.530798687748347708e-01,9.333735523038642068e-01,6.924899278860785143e-03,3.242016245376514155e-03,8.711861881403341057e-01,9.990487356266151142e-01,0.000000000000000000e+00
3.051900000000000000e+04,6.297269999999998618e+02,2.129967550563457905e+02,1.827372037640649580e+02,1.165590534762420027e+00,5.137595579635881871e-01,3.084700000000000000e+04,1.971243203305275244e+02,7.706818181818181346e-01,9.893668752228741425e-01,9.671092439901503024e-01,9.254803918415592801e-01,6.979152497013197710e-03,3.158285146362523055e-03,8.565139556832060963e-01,9.983445596362640062e-01,0.000000000000000000e+00
3.068500000000000000e+04,6.356809999999999263e+02,2.135341451645164170e+02,1.831571462959737175e+02,1.165852108328084835e+00,5.140808603472913907e-01,3.104400000000000000e+04,1.976596960186837464e+02,7.715614785013829025e-01,9.884357685865223786e-01,9.542398075022369142e-01,9.256584976908387441e-01,6.958909733241531829e-03,3.151549518811686771e-03,8.568436543472606193e-01,9.989529809282945427e-01,0.000000000000000000e+00
3.083400000000000000e+04,6.319339999999999691e+02,2.172278127644092365e+02,1.808974685738210439e+02,1.200833900424440825e+00,5.536422246843214490e-01,3.112000000000000000e+04,1.981390121161504396e+02,7.836828059473884833e-01,9.908097686375321178e-01,9.702782301205946647e-01,9.121254299560561662e-01,7.045074034001726909e-03,3.008039812119806412e-03,8.319727999725201606e-01,9.990611424380446692e-01,0.000000000000000000e+00
3.091700000000000000e+04,6.407649999999999864e+02,2.135600893930979680e+02,1.844398708590328511e+02,1.157884617888946810e+00,5.041023654121609132e-01,3.128000000000000000e+04,1.984055115277219841e+02,7.708052854649712904e-01,9.883951406649615912e-01,9.462581799326394982e-01,9.290383427519497417e-01,6.907529494876538979e-03,3.174220294799920752e-03,8.631122423032895341e-01,9.993843888746165582e-01,0.000000000000000000e+00
3.109100000000000000e+04,6.385579999999999927e+02,2.104862548708281054e+02,1.883268476201402279e+02,1.117664621538103420e+00,4.466219235668544840e-01,3.145800000000000000e+04,1.989630384904717459e+02,7.863773174494776974e-01,9.883336512174963895e-01,9.581728356299639149e-01,9.452543046697848839e-01,6.770005946120359955e-03,3.333983668368092207e-03,8.935057004967585925e-01,9.986397105878477287e-01,0.000000000000000000e+00
3.110700000000000000e+04,6.405940000000000509e+02,2.146485485076017596e+02,1.849692525856463305e+02,1.160455294634512358e+00,5.073658752968684960e-01,3.142300000000000000e+04,1.990142269237973380e+02,7.610461418016343238e-01,9.899436718327340179e-01,9.525817569197089218e-01,9.271631618638653816e-01,6.900329459851537242e-03,3.145388256978018122e-03,8.596315287174004505e-01,9.975639589348672676e-01,0.000000000000000000e+00
3.115800000000000000e+04,6.426259999999999764e+02,2.164848362085623705e+02,1.836443121561199234e+02,1.178826796576874170e+00,5.295142509507343442e-01,3.149200000000000000e+04,1.991773022582096360e+02,7.987592288761279358e-01,9.893941318430077292e-01,9.481190040168371302e-01,9.200519802981554918e-01,6.947969581120815551e-03,3.071051708239267569e-03,8.464956464505574152e-01,9.978717512215808938e-01,0.000000000000000000e+00
3.115800000000000000e+04,6.411050000000000182e+02,2.120669751385002826e+02,1.871929600683683930e+02,1.132879009237565127e+00,4.699241567255180163e-01,3.147400000000000000e+04,1.991773022582096360e+02,7.813134732566011653e-01,9.899599669568532878e-01,9.526231013453075880e-01,9.392188582315920131e-01,6.806180600118758722e-03,3.267009878451836418e-03,8.821320636578552365e-01,9.993488982933997899e-01,0.000000000000000000e+00
3.117800000000000000e+04,6.368879999999999200e+02,2.129759251755878324e+02,1.865620882321896659e+02,1.141582018049263514e+00,4.823522244603472009e-01,3.152000000000000000e+04,1.992412169350330373e+02,7.641104820723966240e-01,9.891497461928934198e-01,9.658995960258264235e-01,9.355105126120183412e-01,6.830968156250812398e-03,3.227429112568850917e-03,8.751799192076016309e-01,9.990896583252051322e-01,0.000000000000000000e+00
3.120200000000000000e+04,6.444539999999998372e+02,2.156406946984340607e+02,1.844716842454993753e+02,1.168963657378734755e+00,5.178712232518863923e-01,3.157300000000000000e+04,1.993178874933871896e+02,7.791928878233942424e-01,9.882494536471035929e-01,9.440792434070276462e-01,9.243055341299389882e-01,6.911117707148069743e-03,3.111646591912651735e-03,8.543407204232316143e-01,9.986932531935239776e-01,0.000000000000000000e+00
3.120300000000000000e+04,6.397819999999999254e+02,2.150677369521649211e+02,1.848748759441209302e+02,1.163315111660547574e+00,5.109468292276195811e-01,3.155800000000000000e+04,1.993210814599682124e+02,7.629841549295774961e-01,9.887508714113695252e-01,9.579485417856512530e-01,9.267828093820550395e-01,6.892533953535394907e-03,3.136682459119196666e-03,8.589263757660944298e-01,9.992020327325237261e-01,0.000000000000000000e+00
3.127200000000000000e+04,6.386659999999998263e+02,2.124503189491817352e+02,1.875359389941105519e+02,1.132851228882873595e+00,4.698834942148054639e-01,3.159300000000000000e+04,1.995413416887788856e+02,7.703221992314513988e-01,9.898395214129712683e-01,9.634250363807546069e-01,9.392376658964174396e-01,6.793627492619011554e-03,3.261245517204063287e-03,8.821673930385504070e-01,9.993644152841226758e-01,0.000000000000000000e+00
3.133500000000000000e+04,6.350109999999999673e+02,2.167900922867830218e+02,1.841634402999053179e+02,1.177161394974735709e+00,5.275867100642196439e-01,3.159900000000000000e+04,1.997422367309336266e+02,7.742772424017790867e-01,9.916453052311782201e-01,9.765108344632139614e-01,9.213623861864616016e-01,6.918464729113867409e-03,3.075469385898284627e-03,8.489086466792101771e-01,9.993024867310142945e-01,0.000000000000000000e+00
3.137400000000000000e+04,6.364009999999999536e+02,2.198653940083330838e+02,1.820088636981333252e+02,1.207992784203003600e+00,5.609945201182605645e-01,3.160400000000000000e+04,1.998664991351001561e+02,7.691968225948808691e-01,9.927224401974433787e-01,9.734598624032120284e-01,9.090402791060654408e-01,7.007885319319598696e-03,2.951883795668904659e-03,8.263542290372335453e-01,9.982299458726141550e-01,0.000000000000000000e+00
3.153000000000000000e+04,6.388569999999999709e+02,2.137856543474256910e+02,1.880664823442518809e+02,1.136755745535216633e+00,4.755356415256237201e-01,3.179100000000000000e+04,2.003627780938856802e+02,7.689493707930933342e-01,9.917901292818722681e-01,9.707927387403042507e-01,9.372133911673683482e-01,6.780388656753114605e-03,3.226920696926090498e-03,8.783689405834386177e-01,9.984909399079051617e-01,0.000000000000000000e+00
3.157300000000000000e+04,6.741029999999999518e+02,2.173070260585457447e+02,1.854482506708463347e+02,1.171793345434386513e+00,5.212683904221279141e-01,3.219700000000000000e+04,2.004993569713461454e+02,7.569647566530808280e-01,9.806193123582942484e-01,8.731185069831213230e-01,9.226547369772049034e-01,6.882685397603830434e-03,3.076766544671650973e-03,8.512917636664751875e-01,9.975380236874781259e-01,0.000000000000000000e+00
3.163700000000000000e+04,6.567110000000000127e+02,2.297192546364113355e+02,1.755104459753558217e+02,1.308863716685371603e+00,6.451908020300025637e-01,3.204500000000000000e+04,2.007024650491028126e+02,7.618233481024850873e-01,9.872679045092838113e-01,9.218421819917176352e-01,8.736858621919398882e-01,7.261094750969161044e-03,2.609775195654626123e-03,7.633269857940733205e-01,9.990909956726726771e-01,0.000000000000000000e+00
3.167500000000000000e+04,6.574310000000000400e+02,2.367526321093837680e+02,1.712105591846093091e+02,1.382815599907615045e+00,6.906782192904545870e-01,3.200900000000000000e+04,2.008229632773261244e+02,7.409356725146198919e-01,9.895654347214846158e-01,9.209289602324524093e-01,8.482396224619056513e-01,7.474431952940292778e-03,2.386888739221093396e-03,7.195104571143161598e-01,9.949502843943356378e-01,0.000000000000000000e+00
3.168200000000000000e+04,6.467209999999998900e+02,2.100456816267285092e+02,1.922484159476613002e+02,1.092574316367384002e+00,4.028419735743838381e-01,3.202600000000000000e+04,2.008451524341561480e+02,7.731843030066379852e-01,9.892587272840817070e-01,9.518938631075286594e-01,9.561974846551589691e-01,6.629811300635329342e-03,3.418781285782501039e-03,9.143136296608531666e-01,9.989555888720881294e-01,0.000000000000000000e+00
3.170300000000000000e+04,6.563050000000000637e+02,2.157089067398950135e+02,1.872724496902782789e+02,1.151845384073559853e+00,4.962632808546260654e-01,3.209300000000000000e+04,2.009117052009137296e+02,7.771105010295127347e-01,9.878478172810269964e-01,9.249085601436618509e-01,9.314019909394656294e-01,6.804053456767340975e-03,3.158610883733697396e-03,8.675096687260003270e-01,9.992370075612266866e-01,0.000000000000000000e+00
